ticker,company,sector
ACE,ACUSENSUS LIMITED.,Software & Services
ACF,ACROW LIMITED,Capital Goods
ACL,AUSTRALIAN CLINICAL LABS LIMITED,Health Care Equipment & Services
ACM,AUSTRALIAN CRITICAL MINERALS LIMITED,Materials
ACP,AUDALIA RESOURCES LIMITED,Materials
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED,Not Applic
ACR,ACRUX LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ACS,ACCENT RESOURCES NL,Materials
ACU,ACUMENTIS GROUP LIMITED,Real Estate Management & Development
ACW,ACTINOGEN MEDICAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AD1,ADNEO LIMITED,Media & Entertainment
AD8,AUDINATE GROUP LIMITED,Technology Hardware & Equipment
ADC,ACDC METALS LTD,Materials
ADD,ADAVALE RESOURCES LIMITED,Energy
ADH,ADAIRS LIMITED,Consumer Discretionary Distribution & Retail
ADN,ANDROMEDA METALS LIMITED,Materials
ADO,ANTEOTECH LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
ADR,ADHERIUM LIMITED,Health Care Equipment & Services
ADS,ADSLOT LTD.,Software & Services
ADX,ADX ENERGY LTD,Energy
ADY,ADMIRALTY RESOURCES NL.,Materials
AEE,AURA ENERGY LIMITED,Energy
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED,Financial Services
AEG,ALAND EQUITY GROUP LIMITED,Financial Services
AEI,AERIS ENVIRONMENTAL LTD,Commercial & Professional Services
AEL,AMPLITUDE ENERGY LIMITED,Energy
AEM,ADVANCED ENERGY MINERALS LTD,Materials
AER,AEERIS LTD,Media & Entertainment
AEU,ATOMIC EAGLE LTD,Materials
AEV,AVENIRA LIMITED,Materials
AFA,ASF GROUP LIMITED,Financial Services
AFG,AUSTRALIAN FINANCE GROUP LTD,Financial Services
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,Not Applic
AFL,AF LEGAL GROUP LTD,Commercial & Professional Services
AFP,AFT PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AGC,AUSTRALIAN GOLD AND COPPER LTD,Materials
AGD,AUSTRAL GOLD LIMITED,Materials
AGE,ALLIGATOR ENERGY LIMITED,Energy
AGI,AINSWORTH GAME TECHNOLOGY LIMITED,Consumer Services
AGL,AGL ENERGY LIMITED.,Utilities
AGN,ARGENICA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AGR,AGUIA RESOURCES LIMITED,Materials
AGY,ARGOSY MINERALS LIMITED,Materials
AHC,AUSTCO HEALTHCARE LIMITED,Health Care Equipment & Services
AHE,ADHERIS HEALTH LIMITED,Health Care Equipment & Services
AHF,AUSTRALIAN DAIRY NUTRITIONALS LIMITED,"Food, Beverage & Tobacco"
AHK,ARK MINES LIMITED,Materials
AHL,ADRAD HOLDINGS LIMITED,Automobiles & Components
AHNDA,ATHENA RESOURCES LIMITED,Materials
AI1,ADISYN LTD,Software & Services
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,Transportation
AIH,ADVANCED INNERGY HOLDINGS LIMITED,Capital Goods
AII,ALMONTY INDUSTRIES INC.,Materials
AIM,AI-MEDIA TECHNOLOGIES LIMITED,Software & Services
AIQ,ALTERNATIVE INVESTMENT TRUST,Not Applic
AIS,AERIS RESOURCES LIMITED,Materials
AIV,ACTIVEX LIMITED,Materials
AIX,AI PRIVATE OPPORTUNITIES TRUST,Not Applic
AIZ,AIR NEW ZEALAND LIMITED,Transportation
AJL,AJ LUCAS GROUP LIMITED,Capital Goods
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,Materials
AKA,AUREKA LIMITED,Materials
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED,Consumer Services
AKM,ASPIRE MINING LIMITED,Materials
AKN,AUKING MINING LIMITED,Materials
AKO,AKORA RESOURCES LIMITED,Materials
AL3,AML3D LIMITED,Capital Goods
ALA,AROVELLA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ALB,ALBION RESOURCES LIMITED,Materials
ALC,ALCIDION GROUP LIMITED,Health Care Equipment & Services
ALD,AMPOL LIMITED,Energy
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,Not Applic
ALK,ALKANE RESOURCES LIMITED,Materials
ALL,ARISTOCRAT LEISURE LIMITED,Consumer Services
ALM,ALMA METALS LIMITED,Energy
ALQ,ALS LIMITED,Commercial & Professional Services
ALR,ALTAIR MINERALS LIMITED,Materials
ALV,ALVO MINERALS LIMITED,Materials
ALX,ATLAS ARTERIA,Transportation
ALY,ALCHEMY RESOURCES LIMITED,Materials
AM3,AMARA MINERALS LIMITED,Materials
AM5,ANTARES METALS LIMITED,Materials
AM7,ARCADIA MINERALS LIMITED,Materials
AMA,AMA GROUP LIMITED,Commercial & Professional Services
AMC,AMCOR PLC,Materials
AMD,ARROW MINERALS LTD,Materials
AMH,AMCIL LIMITED,Not Applic
AMI,AURELIA METALS LIMITED,Materials
AMN,AGRIMIN LIMITED,Materials
AMO,AMBERTECH LIMITED,Technology Hardware & Equipment
AMP,AMP LIMITED,Financial Services
AMS,ATOMOS LIMITED,Consumer Durables & Apparel
AMU,AMERICAN URANIUM LTD,Materials
AMUNA,AMERICAN URANIUM LTD,Materials
AMX,AEROMETREX LIMITED,Commercial & Professional Services
AN1,ANAGENICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ANG,AUSTIN ENGINEERING LIMITED,Capital Goods
ANN,ANSELL LIMITED,Health Care Equipment & Services
ANO,ADVANCE ZINCTEK LIMITED,Materials
ANR,ANATARA LIFESCIENCES LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
ANX,ANAX METALS LIMITED,Materials
ANZ,ANZ GROUP HOLDINGS LIMITED,Banks
AOA,AUSMON RESOURCES LIMITED,Materials
AOK,AUSTRALIAN OIL COMPANY LIMITED.,Energy
AON,APOLLO MINERALS LIMITED,Materials
AOV,AMOTIV LIMITED,Automobiles & Components
APA,APA GROUP,Utilities
APC,APC MINERALS LIMITED,Materials
APE,EAGERS AUTOMOTIVE LIMITED,Consumer Discretionary Distribution & Retail
APL,ASSOCIATE GLOBAL PARTNERS LIMITED,Financial Services
APW,AIMS PROPERTY SECURITIES FUND,Equity Real Estate Investment Trusts (REITs)
APX,APPEN LIMITED,Software & Services
APZ,ASPEN GROUP,Equity Real Estate Investment Trusts (REITs)
AQC,AUSTRALIAN PACIFIC COAL LIMITED,Materials
AQD,AUSQUEST LIMITED,Materials
AQN,AQUIRIAN LIMITED,Commercial & Professional Services
AQX,ALICE QUEEN LIMITED,Materials
AQZ,ALLIANCE AVIATION SERVICES LIMITED,Transportation
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,Materials
AR3,AUSTRALIAN RARE EARTHS LIMITED,Materials
AR9,ARCHTIS LIMITED,Software & Services
ARA,ARIADNE AUSTRALIA LIMITED,Commercial & Professional Services
ARB,ARB CORPORATION LIMITED.,Automobiles & Components
ARC,ARC FUNDS LIMITED,Financial Services
ARD,ARGENT MINERALS LIMITED,Materials
ARF,ARENA REIT.,Equity Real Estate Investment Trusts (REITs)
ARG,ARGO INVESTMENTS LIMITED,Not Applic
ARI,ARIKA RESOURCES LIMITED,Materials
ARL,ARDEA RESOURCES LIMITED,Materials
ARN,ALDORO RESOURCES LIMITED,Materials
ARR,AMERICAN RARE EARTHS LIMITED,Materials
ART,AIRTASKER LIMITED,Media & Entertainment
ARU,ARAFURA RARE EARTHS LTD,Materials
ARV,ARTEMIS RESOURCES LIMITED,Materials
ARX,AROA BIOSURGERY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AS1,ASARA RESOURCES LIMITED,Materials
AS2,ASKARI METALS LIMITED,Materials
ASB,AUSTAL LIMITED,Capital Goods
ASG,AUTOSPORTS GROUP LIMITED.,Consumer Discretionary Distribution & Retail
ASH,ASHLEY SERVICES GROUP LIMITED,Commercial & Professional Services
ASL,ANDEAN SILVER LIMITED,Materials
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,Materials
ASN,ANSON RESOURCES LIMITED,Materials
ASP,ASPERMONT LIMITED.,Media & Entertainment
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,Materials
ASV,ASSET VISION CO LTD,Commercial & Professional Services
ASX,ASX LIMITED,Financial Services
AT1,ATOMO DIAGNOSTICS LIMITED,Health Care Equipment & Services
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,Materials
ATA,ATTURRA LIMITED,Software & Services
ATC,ALTECH BATTERIES LTD,Materials
ATG,ARTICORE GROUP LIMITED,Consumer Discretionary Distribution & Retail
ATH,ALTERITY THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
ATM,PT ANTAM (PERSERO) TBK,Materials
ATP,ATLAS PEARLS LTD,Consumer Durables & Apparel
ATR,ASTRON LIMITED,Materials
ATS,AUSTRALIS OIL & GAS LIMITED,Energy
ATT,ALTITUDE MINERALS LTD,Materials
ATV,ACTIVEPORT GROUP LTD,Software & Services
ATX,AMPLIA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AU1,THE AGENCY GROUP AUSTRALIA LTD,Real Estate Management & Development
AUA,AUDEARA LIMITED,Consumer Durables & Apparel
AUB,AUB GROUP LIMITED,Insurance
AUC,AUSGOLD LIMITED,Materials
AUE,AURUM RESOURCES LIMITED,Materials
AUG,AUGUSTUS MINERALS LIMITED,Materials
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,Not Applic
AUQ,ALARA RESOURCES LIMITED,Materials
AUR,AURIS MINERALS LIMITED,Materials
AUV,AURAVELLE METALS LIMITED,Materials
AUZ,AUSTRALIAN MINES LIMITED,Materials
AV1,ADVERITAS LIMITED,Software & Services
AVA,AVA RISK GROUP LIMITED,Technology Hardware & Equipment
AVD,AVADA GROUP LIMITED,Commercial & Professional Services
AVE,AVECHO BIOTECHNOLOGY LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
AVG,AUSTRALIAN VINTAGE LTD,"Food, Beverage & Tobacco"
AVH,AVITA MEDICAL INC.,"Pharmaceuticals, Biotechnology & Life Sciences"
AVL,AUSTRALIAN VANADIUM LIMITED,Materials
AVM,ADVANCE METALS LIMITED,Materials
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,Health Care Equipment & Services
AVW,AVIRA RESOURCES LTD,Materials
AW1,AMERICAN WEST METALS LIMITED,Materials
AWJ,AURIC MINING LIMITED,Materials
AX1,ACCENT GROUP LIMITED,Consumer Discretionary Distribution & Retail
AX8,ACCELERATE RESOURCES LIMITED,Materials
AXE,ARCHER MATERIALS LIMITED,Semiconductors & Semiconductor Equipment
AXI,AXTEC LIMITED,Real Estate Management & Development
AXL,AXEL REE LIMITED,Materials
AXN,ALLIANCE NICKEL LIMITED,Materials
AXP,AXP ENERGY LIMITED,Energy
AXQ,"AURA CONSOLIDATED GROUP, INC.",Class Pend
AYA,ARTRYA LIMITED,Health Care Equipment & Services
AYM,AUSTRALIA UNITED MINING LIMITED,Materials
AYT,AUSTIN METALS LIMITED,Materials
AZ9,AZZURO RESOURCES PLC,Materials
AZI,ALTAMIN LIMITED,Materials
AZJ,AURIZON HOLDINGS LIMITED,Transportation
AZY,ANTIPA MINERALS LIMITED,Materials
B4P,BEFOREPAY GROUP LIMITED,Financial Services
BAK,BARKLY RARE EARTHS LIMITED,Materials
BAP,BAPCOR LIMITED,Consumer Discretionary Distribution & Retail
BAS,BASS OIL LIMITED,Energy
BB1,BLINKLAB LIMITED,Health Care Equipment & Services
BBC,BNK BANKING CORPORATION LIMITED,Banks
BBL,BRISBANE BRONCOS LIMITED,Media & Entertainment
BBN,BABY BUNTING GROUP LIMITED,Consumer Discretionary Distribution & Retail
BBT,BETR ENTERTAINMENT LIMITED,Consumer Services
BC8,BLACK CAT SYNDICATE LIMITED,Materials
BCA,BLACK CANYON LIMITED,Materials
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,Technology Hardware & Equipment
BCI,BCI MINERALS LIMITED,Materials
BCK,BROCKMAN MINING LIMITED,Materials
BCM,BRAZILIAN CRITICAL MINERALS LIMITED,Materials
BCN,BEACON MINERALS LIMITED,Materials
BDM,BURGUNDY DIAMOND MINES LIMITED,Materials
BDX,BCAL DIAGNOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
BEL,BENTLEY CAPITAL LIMITED,Not Applic
BEN,BENDIGO AND ADELAIDE BANK LIMITED,Banks
BEO,BEONIC LTD,Software & Services
BET,BETMAKERS TECHNOLOGY GROUP LTD,Consumer Services
BEZ,BESRA GOLD INC.,Materials
BFG,BELL FINANCIAL GROUP LIMITED,Financial Services
BFL,BSP FINANCIAL GROUP LIMITED,Banks
BGA,BEGA CHEESE LIMITED,"Food, Beverage & Tobacco"
BGD,BARTON GOLD HOLDINGS LIMITED,Materials
BGE,BRIDGE SAAS LIMITED,Software & Services
BGL,BELLEVUE GOLD LIMITED,Materials
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,Consumer Discretionary Distribution & Retail
BGT,BIO-GENE TECHNOLOGY LTD,Materials
BHD,BENJAMIN HORNIGOLD LIMITED,Not Applic
BHL,BLACK HORSE MINING LIMITED,Materials
BHM,BROKEN HILL MINES LIMITED,Materials
BHP,BHP GROUP LIMITED,Materials
BIM,BINDI METALS LIMITED,Materials
BIO,BIOME AUSTRALIA LIMITED,Household & Personal Products
BIS,BISALLOY STEEL GROUP LIMITED,Materials
BIT,BIOTRON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
BKB,BLACK BEAR MINERALS LIMITED,Materials
BKI,BKI INVESTMENT COMPANY LIMITED,Not Applic
BKT,BLACK ROCK MINING LIMITED,Materials
BKY,BERKELEY ENERGIA LIMITED,Energy
BLG,BLUGLASS LIMITED,Semiconductors & Semiconductor Equipment
BLS,BLS PHARMACEUTICALS LIMITED,Household & Personal Products
BLU,BLUE ENERGY LIMITED.,Energy
BLX,BEACON LIGHTING GROUP LIMITED,Consumer Discretionary Distribution & Retail
BLZ,BLAZE MINERALS LIMITED,Energy
BM1,BALLARD MINING LIMITED,Materials
BM8,BATTERY AGE MINERALS LTD,Materials
BMC,BMC MINERALS LTD.,Materials
BMH,BAUMART HOLDINGS LIMITED,Capital Goods
BML,BOAB METALS LIMITED,Materials
BMM,BAYAN MINING AND MINERALS LIMITED,Materials
BMN,BANNERMAN ENERGY LTD,Energy
BMR,BALLYMORE RESOURCES LIMITED,Materials
BMT,BEAMTREE HOLDINGS LIMITED,Health Care Equipment & Services
BNL,BLUE STAR HELIUM LIMITED,Energy
BNR,BULLETIN RESOURCES LIMITED,Materials
BNZ,BENZ MINING CORP.,Materials
BOA,BOA RESOURCES LTD,Materials
BOC,BOUGAINVILLE COPPER LIMITED,Materials
BOE,BOSS ENERGY LTD,Energy
BOL,BOOM LOGISTICS LIMITED,Capital Goods
BOQ,BANK OF QUEENSLAND LIMITED.,Banks
BOT,BOTANIX PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
BP8,BPH GLOBAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
BPG,BLACK PEARL GROUP LIMITED,Software & Services
BPH,BPH ENERGY LTD,Financial Services
BPM,BPM MINERALS LIMITED,Materials
BPP,BABYLON PUMP & POWER LIMITED,Capital Goods
BPT,BEACH ENERGY LIMITED,Energy
BRE,BRAZILIAN RARE EARTHS LIMITED,Materials
BRG,BREVILLE GROUP LIMITED,Consumer Durables & Apparel
BRI,BIG RIVER INDUSTRIES LIMITED,Materials
BRK,BROOKSIDE ENERGY LIMITED,Energy
BRL,BATHURST RESOURCES LIMITED.,Materials
BRN,BRAINCHIP HOLDINGS LTD,Software & Services
BRU,BURU ENERGY LIMITED,Energy
BRX,BELARAROX LIMITED,Materials
BRYDB,BARYS RESOURCES LIMITED,Materials
BSA,BSA LIMITED,Commercial & Professional Services
BSL,BLUESCOPE STEEL LIMITED,Materials
BSN,BASIN ENERGY LIMITED,Energy
BSR,BISON RESOURCES LIMITED,Materials
BST,BORESIGHT LTD,Capital Goods
BSX,BLACKSTONE MINERALS LIMITED,Materials
BTC,BTC HEALTH LTD,Not Applic
BTE,BOTALA ENERGY LTD,Energy
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,Financial Services
BTL,BEETALOO ENERGY AUSTRALIA LIMITED,Energy
BTM,BREAKTHROUGH MINERALS LIMITED,Energy
BTN,BUTN LIMITED,Financial Services
BTR,BRIGHTSTAR RESOURCES LIMITED,Materials
BUB,BUBS AUSTRALIA LIMITED,"Food, Beverage & Tobacco"
BUR,BURLEY MINERALS LTD,Materials
BUS,BUBALUS RESOURCES LIMITED,Materials
BUX,BUXTON RESOURCES LIMITED,Materials
BUY,BOUNTY OIL & GAS NL,Energy
BVR,BELLAVISTA RESOURCES LTD,Materials
BVS,BRAVURA SOLUTIONS LIMITED.,Software & Services
BWF,BLACKWALL LIMITED,Financial Services
BWN,BHAGWAN MARINE LIMITED,Transportation
BWP,BWP GROUP,Equity Real Estate Investment Trusts (REITs)
BXB,BRAMBLES LIMITED,Commercial & Professional Services
C1X,COSMOS EXPLORATION LIMITED,Materials
C29,C29 METALS LIMITED,Materials
C79,CHRYSOS CORPORATION LIMITED,Commercial & Professional Services
C7A,CLARA RESOURCES AUSTRALIA LTD,Materials
CAA,CAPRAL LIMITED,Materials
CAE,CANNINDAH RESOURCES LIMITED,Materials
CAF,CENTREPOINT ALLIANCE LIMITED,Financial Services
CAM,CLIME CAPITAL LIMITED,Not Applic
CAN,CANN GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CAQ,CAQ HOLDINGS LIMITED,Real Estate Management & Development
CAR,CAR GROUP LIMITED,Media & Entertainment
CAT,CATAPULT SPORTS LTD,Software & Services
CAV,CARNAVALE RESOURCES LIMITED,Materials
CAY,CANYON RESOURCES LIMITED,Materials
CAZ,CAZALY RESOURCES LIMITED,Materials
CBA,COMMONWEALTH BANK OF AUSTRALIA.,Banks
CBE,COBRE LIMITED,Materials
CBL,CONTROL BIONICS LIMITED,Health Care Equipment & Services
CBO,COBRAM ESTATE OLIVES LIMITED,"Food, Beverage & Tobacco"
CBY,CANTERBURY RESOURCES LIMITED,Materials
CC5,CLEVER CULTURE SYSTEMS LIMITED,Health Care Equipment & Services
CC9,CHARIOT RESOURCES LTD,Materials
CCA,CHANGE FINANCIAL LIMITED,Financial Services
CCE,CARNEGIE CLEAN ENERGY LIMITED,Utilities
CCG,COMMS GROUP LTD,Telecommunication Services
CCL,CUSCAL LIMITED,Financial Services
CCM,CADOUX LIMITED,Materials
CCO,THE CALMER CO INTERNATIONAL LIMITED,Household & Personal Products
CCP,CREDIT CORP GROUP LIMITED,Financial Services
CCR,CREDIT CLEAR LIMITED,Software & Services
CCV,CASH CONVERTERS INTERNATIONAL,Financial Services
CCX,CITY CHIC COLLECTIVE LIMITED,Consumer Discretionary Distribution & Retail
CD1,CD PRIVATE EQUITY FUND I,Not Applic
CD2,CD PRIVATE EQUITY FUND II,Not Applic
CD3,CD PRIVATE EQUITY FUND III,Not Applic
CDA,CODAN LIMITED,Technology Hardware & Equipment
CDE,CODEIFAI LIMITED,Commercial & Professional Services
CDM,CADENCE CAPITAL LIMITED,Not Applic
CDO,CADENCE OPPORTUNITIES FUND LIMITED.,Not Applic
CDP,CARINDALE PROPERTY TRUST,Equity Real Estate Investment Trusts (REITs)
CDR,CODRUS MINERALS LIMITED,Materials
CDT,CASTLE MINERALS LIMITED,Materials
CEH,COAST ENTERTAINMENT HOLDINGS LIMITED,Consumer Services
CEL,CHALLENGER GOLD LIMITED,Materials
CEN,CONTACT ENERGY LIMITED,Utilities
CF1,COMPLII FINTECH SOLUTIONS LTD,Software & Services
CG1,CARBONXT GROUP LIMITED,Materials
CGF,CHALLENGER LIMITED,Financial Services
CGO,CPT GLOBAL LIMITED,Software & Services
CGR,CGN RESOURCES LIMITED,Materials
CGS,COGSTATE LTD,Health Care Equipment & Services
CHC,CHARTER HALL GROUP,Equity Real Estate Investment Trusts (REITs)
CHI,CHANNEL INFRASTRUCTURE NZ LIMITED,Energy
CHL,CAMPLIFY HOLDINGS LIMITED,Transportation
CHM,CHIMERIC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CHN,CHALICE MINING LIMITED,Materials
CHR,CHARGER METALS NL,Materials
CHRCB,CHARGER METALS NL,Materials
CHW,CHILWA MINERALS LTD,Materials
CIA,CHAMPION IRON LIMITED,Materials
CIN,CARLTON INVESTMENTS LIMITED,Not Applic
CIP,CENTURIA INDUSTRIAL REIT,Equity Real Estate Investment Trusts (REITs)
CIW,CLIME INVESTMENT MANAGEMENT LTD,Financial Services
CKA,COKAL LIMITED,Materials
CKF,COLLINS FOODS LIMITED,Consumer Services
CL8,CL8 HOLDINGS LIMITED,Transportation
CLA,CELSIUS RESOURCES LIMITED.,Materials
CLG,CLOSE THE LOOP LTD.,Commercial & Professional Services
CLU,CLUEY LTD,Consumer Services
CLV,CLOVER CORPORATION LIMITED,Materials
CLW,CHARTER HALL LONG WALE REIT,Equity Real Estate Investment Trusts (REITs)
CLX,CTI LOGISTICS LIMITED,Transportation
CLZ,CLASSIC MINERALS LTD,Materials
CMA,CARMA LIMITED,Consumer Discretionary Distribution & Retail
CMB,CAMBIUM BIO LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CMD,CASSIUS MINING LIMITED,Materials
CMG,CRITICAL MINERALS GROUP LIMITED,Materials
CML,CONNECTED MINERALS LIMITED,Technology Hardware & Equipment
CMM,CAPRICORN METALS LTD,Materials
CMO,COSMO METALS LIMITED,Materials
CMP,COMPUMEDICS LIMITED,Health Care Equipment & Services
CMW,CROMWELL PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs)
CMX,CHEMX MATERIALS LIMITED,Materials
CNB,CARNABY RESOURCES LIMITED,Materials
CND,CONDOR ENERGY LIMITED,Energy
CNI,CENTURIA CAPITAL GROUP,Equity Real Estate Investment Trusts (REITs)
CNJ,CONICO LTD,Materials
CNQ,CLEAN TEQ WATER LIMITED,Commercial & Professional Services
CNU,CHORUS LIMITED,Telecommunication Services
COB,COBALT BLUE HOLDINGS LIMITED,Materials
COD,CODA MINERALS LTD,Materials
COF,CENTURIA OFFICE REIT,Equity Real Estate Investment Trusts (REITs)
COG,COG FINANCIAL SERVICES LIMITED,Financial Services
COH,COCHLEAR LIMITED,Health Care Equipment & Services
COI,COMET RIDGE LIMITED,Energy
COL,COLES GROUP LIMITED.,Consumer Staples Distribution & Retail
COS,COSOL LIMITED,Software & Services
COV,CLEO DIAGNOSTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
COY,COPPERMOLY LIMITED,Materials
CP8,CANADIAN PHOSPHATE LIMITED,Materials
CPM,COOPER METALS LIMITED,Materials
CPN,CASPIN RESOURCES LIMITED,Materials
CPO,CULPEO MINERALS LIMITED,Materials
CPU,COMPUTERSHARE LIMITED.,Commercial & Professional Services
CPV,CLEARVUE TECHNOLOGIES LIMITED,Capital Goods
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,Equity Real Estate Investment Trusts (REITs)
CQR,CHARTER HALL RETAIL REIT,Equity Real Estate Investment Trusts (REITs)
CQT,CONNEQT HEALTH LIMITED,Health Care Equipment & Services
CR1,CONSTELLATION RESOURCES LIMITED,Materials
CR3,CORE ENERGY MINERALS LTD,Materials
CRB,CARBINE RESOURCES LIMITED,Materials
CRD,CONRAD ASIA ENERGY LTD.,Energy
CRI,CRITICA LIMITED,Materials
CRN,CORONADO GLOBAL RESOURCES INC.,Materials
CRR,CRITICAL RESOURCES LIMITED,Materials
CRS,CAPRICE RESOURCES LTD,Materials
CSC,CAPSTONE COPPER CORP.,Materials
CSL,CSL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CST,CASTILE RESOURCES LTD,Materials
CSX,CLEANSPACE HOLDINGS LIMITED,Health Care Equipment & Services
CT1,CONSTELLATION TECHNOLOGIES LIMITED,Technology Hardware & Equipment
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,Consumer Services
CTE,CRYOSITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CTM,CENTAURUS METALS LIMITED,Materials
CTN,CATALINA RESOURCES LTD,Materials
CTO,CITIGOLD CORPORATION LIMITED,Materials
CTP,CENTRAL PETROLEUM LIMITED,Energy
CTQ,CARETEQ LIMITED,Health Care Equipment & Services
CTT,CETTIRE LIMITED,Consumer Discretionary Distribution & Retail
CU6,CLARITY PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences"
CUE,CUE ENERGY RESOURCES LIMITED,Energy
CUF,CUFE LTD,Materials
CUL,CULLEN RESOURCES LIMITED,Materials
CUP,COUNT LIMITED,Commercial & Professional Services
CUV,CLINUVEL PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CVB,CURVEBEAM AI LIMITED,Health Care Equipment & Services
CVC,CVC LIMITED,Financial Services
CVL,CIVMEC LIMITED,Capital Goods
CVN,CARNARVON ENERGY LIMITED,Energy
CVR,CAVALIER RESOURCES LIMITED,Materials
CVV,CARAVEL MINERALS LIMITED,Materials
CVW,CLEARVIEW WEALTH LIMITED,Insurance
CWP,CEDAR WOODS PROPERTIES LIMITED,Real Estate Management & Development
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,Commercial & Professional Services
CXL,CALIX LIMITED,Materials
CXO,CORE LITHIUM LTD,Materials
CXU,CAULDRON ENERGY LIMITED,Energy
CXZ,CONNEXION MOBILITY LTD,Software & Services
CY5,CYGNUS METALS LIMITED,Materials
CYB,AUCYBER LIMITED,Software & Services
CYC,CYCLOPHARM LIMITED,Health Care Equipment & Services
CYG,COVENTRY GROUP LIMITED,Capital Goods
CYL,CATALYST METALS LIMITED,Materials
CYM,CYPRIUM METALS LIMITED,Materials
CYP,CYNATA THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CYQ,CYCLIQ GROUP LTD,Consumer Durables & Apparel
CYV,CERYVYN THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences"
CZN,CORAZON MINING LIMITED,Materials
CZR,CZR RESOURCES LTD,Materials
D3E,D3 ENERGY LIMITED,Energy
DAF,DISCOVERY ALASKA LIMITED,Materials
DAI,DECIDR AI INDUSTRIES LTD,"Food, Beverage & Tobacco"
DAL,DALAROO METALS LTD,Materials
DBF,DUXTON FARMS LTD,"Food, Beverage & Tobacco"
DBI,DALRYMPLE BAY INFRASTRUCTURE LIMITED,Transportation
DBO,DIABLO RESOURCES LIMITED,Materials
DCC,DIGITALX LIMITED,Software & Services
DDR,DICKER DATA LIMITED,Technology Hardware & Equipment
DDT,DATADOT TECHNOLOGY LIMITED,Automobiles & Components
DEL,DELOREAN CORPORATION LIMITED,Utilities
DEM,DE.MEM LIMITED,Utilities
DES,DESOTO RESOURCES LIMITED,Materials
DEV,DEVEX RESOURCES LIMITED,Energy
DGH,DESANE GROUP HOLDINGS LIMITED,Real Estate Management & Development
DGL,DGL GROUP LIMITED,Materials
DGR,DGR GLOBAL LIMITED,Materials
DGT,DIGICO INFRASTRUCTURE REIT,Class Pend
DJW,DJERRIWARRH INVESTMENTS LIMITED,Not Applic
DKM,DUKETON MINING LIMITED,Materials
DLI,DELTA LITHIUM LIMITED,Materials
DLY,DALY RESOURCES LIMITED,Materials
DM1,DESERT METALS LIMITED,Materials
DME,DOME GOLD MINES LIMITED,Materials
DMG,DRAGON MOUNTAIN GOLD LIMITED,Materials
DMP,DOMINO'S PIZZA ENTERPRISES LIMITED,Consumer Services
